TIPO_PROD_PROY,TIPO_ACT_OBRA_ACCINV,META,CANT_META_ANUAL,CANT_META_SEM,AVAN_FISICO_ANUAL,AVAN_FISICO_SEM,SEC_FUNC,CATEGORIA_GASTO,MTO_PIA
3.PRODUCTO,5.ACTIVIDAD,23,0,61,0,61,60,5.GASTOS CORRIENTES,0
3.PRODUCTO,5.ACTIVIDAD,5,0,18,0,19,42,5.GASTOS CORRIENTES,51953
3.PRODUCTO,5.ACTIVIDAD,1,0,40890,0,61303,38,5.GASTOS CORRIENTES,0
3.PRODUCTO,5.ACTIVIDAD,25,0,4,0,4,62,5.GASTOS CORRIENTES,1800
3.PRODUCTO,5.ACTIVIDAD,8,0,32,0,32,45,5.GASTOS CORRIENTES,1116000
3.PRODUCTO,5.ACTIVIDAD,14,0,6,0,6,17,5.GASTOS CORRIENTES,1380
3.PRODUCTO,5.ACTIVIDAD,9,0,6,0,6,12,5.GASTOS CORRIENTES,36480
3.PRODUCTO,5.ACTIVIDAD,2,0,6,0,6,5,5.GASTOS CORRIENTES,16099
3.PRODUCTO,5.ACTIVIDAD,4,0,6,0,6,7,5.GASTOS CORRIENTES,1840
3.PRODUCTO,5.ACTIVIDAD,22,0,6,0,6,25,5.GASTOS CORRIENTES,0
3.PRODUCTO,5.ACTIVIDAD,11,0,6,0,6,14,5.GASTOS CORRIENTES,333
3.PRODUCTO,5.ACTIVIDAD,6,0,6,0,6,9,5.GASTOS CORRIENTES,997
3.PRODUCTO,5.ACTIVIDAD,10,0,6,0,6,13,5.GASTOS CORRIENTES,1100
3.PRODUCTO,5.ACTIVIDAD,15,0,10,0,10,52,5.GASTOS CORRIENTES,6388
3.PRODUCTO,5.ACTIVIDAD,5,0,18,0,19,42,5.GASTOS CORRIENTES,29439
3.PRODUCTO,5.ACTIVIDAD,7,0,6,0,6,10,5.GASTOS CORRIENTES,133
3.PRODUCTO,5.ACTIVIDAD,6,0,36,0,36,43,5.GASTOS CORRIENTES,28372
3.PRODUCTO,5.ACTIVIDAD,14,0,26,0,26,51,5.GASTOS CORRIENTES,14321
3.PRODUCTO,5.ACTIVIDAD,4,0,16,0,16,41,6.GASTOS DE CAPITAL,0
3.PRODUCTO,5.ACTIVIDAD,26,0,6,0,6,63,5.GASTOS CORRIENTES,0
3.PRODUCTO,5.ACTIVIDAD,15,0,10,0,10,52,5.GASTOS CORRIENTES,4403
3.PRODUCTO,5.ACTIVIDAD,8,0,6,0,6,11,5.GASTOS CORRIENTES,1840
3.PRODUCTO,5.ACTIVIDAD,1,0,6,0,6,28,5.GASTOS CORRIENTES,16331
3.PRODUCTO,5.ACTIVIDAD,25,0,4,0,4,62,5.GASTOS CORRIENTES,16221
3.PRODUCTO,5.ACTIVIDAD,17,0,6,0,6,20,5.GASTOS CORRIENTES,11112
3.PRODUCTO,5.ACTIVIDAD,1,0,6,0,6,4,5.GASTOS CORRIENTES,0
3.PRODUCTO,5.ACTIVIDAD,14,0,26,0,26,51,5.GASTOS CORRIENTES,8640
3.PRODUCTO,5.ACTIVIDAD,21,0,9,0,9,58,5.GASTOS CORRIENTES,17383
3.PRODUCTO,5.ACTIVIDAD,4,0,6,0,6,7,5.GASTOS CORRIENTES,0
3.PRODUCTO,5.ACTIVIDAD,7,0,17,0,17,44,5.GASTOS CORRIENTES,16178
3.PRODUCTO,5.ACTIVIDAD,1,0,40890,0,61303,38,5.GASTOS CORRIENTES,12215
3.PRODUCTO,5.ACTIVIDAD,10,0,20,0,20,47,5.GASTOS CORRIENTES,17699
3.PRODUCTO,5.ACTIVIDAD,6,0,6,0,6,9,5.GASTOS CORRIENTES,698
3.PRODUCTO,5.ACTIVIDAD,1,0,40890,0,61303,38,5.GASTOS CORRIENTES,158490
3.PRODUCTO,5.ACTIVIDAD,19,0,2,0,2,56,5.GASTOS CORRIENTES,3099
3.PRODUCTO,5.ACTIVIDAD,4,0,16,0,16,41,5.GASTOS CORRIENTES,28655
3.PRODUCTO,5.ACTIVIDAD,4,0,6,0,6,7,5.GASTOS CORRIENTES,4300
3.PRODUCTO,5.ACTIVIDAD,5,0,18,0,19,42,5.GASTOS CORRIENTES,3251
3.PRODUCTO,5.ACTIVIDAD,1,0,6,0,6,2,5.GASTOS CORRIENTES,4201
3.PRODUCTO,5.ACTIVIDAD,16,0,1,0,1,53,5.GASTOS CORRIENTES,0
3.PRODUCTO,5.ACTIVIDAD,12,0,51,0,51,49,5.GASTOS CORRIENTES,36970
3.PRODUCTO,5.ACTIVIDAD,7,0,6,0,6,10,5.GASTOS CORRIENTES,21600
3.PRODUCTO,5.ACTIVIDAD,16,0,6,0,6,19,5.GASTOS CORRIENTES,3642
3.PRODUCTO,5.ACTIVIDAD,21,0,9,0,9,58,5.GASTOS CORRIENTES,1478
3.PRODUCTO,5.ACTIVIDAD,1,0,6,0,6,2,5.GASTOS CORRIENTES,0
3.PRODUCTO,5.ACTIVIDAD,10,0,20,0,20,47,5.GASTOS CORRIENTES,118604
3.PRODUCTO,5.ACTIVIDAD,16,0,1,0,1,53,5.GASTOS CORRIENTES,10145
3.PRODUCTO,5.ACTIVIDAD,5,0,6,0,6,8,5.GASTOS CORRIENTES,34800
3.PRODUCTO,5.ACTIVIDAD,23,0,61,0,61,60,5.GASTOS CORRIENTES,1803
3.PRODUCTO,5.ACTIVIDAD,16,0,6,0,6,19,5.GASTOS CORRIENTES,1159
3.PRODUCTO,5.ACTIVIDAD,10,0,6,0,6,13,5.GASTOS CORRIENTES,1708
3.PRODUCTO,5.ACTIVIDAD,16,0,6,0,6,19,5.GASTOS CORRIENTES,108000
3.PRODUCTO,5.ACTIVIDAD,21,0,9,0,9,58,5.GASTOS CORRIENTES,151269
3.PRODUCTO,5.ACTIVIDAD,20,0,2,0,2,57,5.GASTOS CORRIENTES,101910
3.PRODUCTO,5.ACTIVIDAD,15,0,10,0,10,52,5.GASTOS CORRIENTES,0
3.PRODUCTO,5.ACTIVIDAD,20,0,6,0,6,23,5.GASTOS CORRIENTES,50
3.PRODUCTO,5.ACTIVIDAD,2,0,6,0,6,5,5.GASTOS CORRIENTES,200
3.PRODUCTO,5.ACTIVIDAD,16,0,1,0,1,53,5.GASTOS CORRIENTES,0
3.PRODUCTO,5.ACTIVIDAD,8,0,32,0,32,45,5.GASTOS CORRIENTES,72323
3.PRODUCTO,5.ACTIVIDAD,1,0,6,0,6,4,5.GASTOS CORRIENTES,36925
3.PRODUCTO,5.ACTIVIDAD,12,0,51,0,51,49,5.GASTOS CORRIENTES,55405
3.PRODUCTO,5.ACTIVIDAD,9,0,6,0,6,12,5.GASTOS CORRIENTES,108000
3.PRODUCTO,5.ACTIVIDAD,13,0,41,0,41,50,5.GASTOS CORRIENTES,205
3.PRODUCTO,5.ACTIVIDAD,8,0,32,0,32,45,5.GASTOS CORRIENTES,0
3.PRODUCTO,5.ACTIVIDAD,18,0,38,0,40,55,5.GASTOS CORRIENTES,71457
3.PRODUCTO,5.ACTIVIDAD,21,0,9,0,9,58,5.GASTOS CORRIENTES,24669
3.PRODUCTO,5.ACTIVIDAD,11,0,6,0,6,14,5.GASTOS CORRIENTES,4600
3.PRODUCTO,5.ACTIVIDAD,14,0,6,0,6,17,5.GASTOS CORRIENTES,2400
3.PRODUCTO,5.ACTIVIDAD,17,0,6,0,6,20,5.GASTOS CORRIENTES,0
3.PRODUCTO,5.ACTIVIDAD,11,0,6,0,6,14,5.GASTOS CORRIENTES,600
3.PRODUCTO,5.ACTIVIDAD,6,0,6,0,6,9,5.GASTOS CORRIENTES,0
3.PRODUCTO,5.ACTIVIDAD,6,0,36,0,36,43,5.GASTOS CORRIENTES,6159
3.PRODUCTO,5.ACTIVIDAD,14,0,26,0,26,51,5.GASTOS CORRIENTES,22676
3.PRODUCTO,5.ACTIVIDAD,16,0,1,0,1,53,5.GASTOS CORRIENTES,0
3.PRODUCTO,5.ACTIVIDAD,19,0,6,0,6,22,5.GASTOS CORRIENTES,0
3.PRODUCTO,5.ACTIVIDAD,20,0,6,0,6,23,5.GASTOS CORRIENTES,0
3.PRODUCTO,5.ACTIVIDAD,6,0,6,0,6,9,5.GASTOS CORRIENTES,2216
3.PRODUCTO,5.ACTIVIDAD,21,0,6,0,6,24,5.GASTOS CORRIENTES,168
3.PRODUCTO,5.ACTIVIDAD,14,0,6,0,6,17,5.GASTOS CORRIENTES,121346
3.PRODUCTO,5.ACTIVIDAD,26,0,6,0,6,63,6.GASTOS DE CAPITAL,0
3.PRODUCTO,5.ACTIVIDAD,20,0,6,0,6,23,5.GASTOS CORRIENTES,613
3.PRODUCTO,5.ACTIVIDAD,26,0,6,0,6,63,5.GASTOS CORRIENTES,1200
3.PRODUCTO,5.ACTIVIDAD,8,0,32,0,32,45,5.GASTOS CORRIENTES,4388
3.PRODUCTO,5.ACTIVIDAD,19,0,2,0,2,56,5.GASTOS CORRIENTES,180
3.PRODUCTO,5.ACTIVIDAD,5,0,6,0,6,8,5.GASTOS CORRIENTES,0
3.PRODUCTO,5.ACTIVIDAD,25,0,4,0,4,62,5.GASTOS CORRIENTES,6198
3.PRODUCTO,5.ACTIVIDAD,20,0,2,0,2,57,5.GASTOS CORRIENTES,0
3.PRODUCTO,5.ACTIVIDAD,22,0,12,0,12,59,5.GASTOS CORRIENTES,195641
3.PRODUCTO,5.ACTIVIDAD,25,0,4,0,4,62,5.GASTOS CORRIENTES,864
3.PRODUCTO,5.ACTIVIDAD,27,0,6,0,6,64,5.GASTOS CORRIENTES,43765
3.PRODUCTO,5.ACTIVIDAD,1,0,6,0,6,28,5.GASTOS CORRIENTES,0
3.PRODUCTO,5.ACTIVIDAD,7,0,6,0,6,10,5.GASTOS CORRIENTES,4857
3.PRODUCTO,5.ACTIVIDAD,1,0,6,0,6,4,5.GASTOS CORRIENTES,22800
3.PRODUCTO,5.ACTIVIDAD,12,0,51,0,51,49,5.GASTOS CORRIENTES,53191
3.PRODUCTO,5.ACTIVIDAD,11,0,63,0,63,48,5.GASTOS CORRIENTES,138176
3.PRODUCTO,5.ACTIVIDAD,1,0,6,0,6,4,5.GASTOS CORRIENTES,13859
3.PRODUCTO,5.ACTIVIDAD,23,0,6,0,6,26,5.GASTOS CORRIENTES,0
3.PRODUCTO,5.ACTIVIDAD,25,0,4,0,4,62,5.GASTOS CORRIENTES,73617
3.PRODUCTO,5.ACTIVIDAD,1,0,11500,0,12429,1,5.GASTOS CORRIENTES,1040
3.PRODUCTO,5.ACTIVIDAD,5,0,6,0,6,8,5.GASTOS CORRIENTES,2510
3.PRODUCTO,5.ACTIVIDAD,2,0,0,0,0,30,6.GASTOS DE CAPITAL,71227
3.PRODUCTO,5.ACTIVIDAD,9,0,6,0,6,12,5.GASTOS CORRIENTES,1600
3.PRODUCTO,5.ACTIVIDAD,20,0,6,0,6,23,5.GASTOS CORRIENTES,108000
3.PRODUCTO,5.ACTIVIDAD,4,0,6,0,6,7,5.GASTOS CORRIENTES,2280
3.PRODUCTO,5.ACTIVIDAD,5,0,18,0,19,42,5.GASTOS CORRIENTES,0
3.PRODUCTO,5.ACTIVIDAD,6,0,6,0,6,9,5.GASTOS CORRIENTES,383
3.PRODUCTO,5.ACTIVIDAD,15,0,10,0,10,52,5.GASTOS CORRIENTES,63
3.PRODUCTO,5.ACTIVIDAD,17,0,1,0,1,54,5.GASTOS CORRIENTES,1549
3.PRODUCTO,5.ACTIVIDAD,16,0,1,0,1,53,5.GASTOS CORRIENTES,1158
3.PRODUCTO,5.ACTIVIDAD,15,0,0,0,0,18,5.GASTOS CORRIENTES,13657
3.PRODUCTO,5.ACTIVIDAD,21,0,0,0,0,58,5.GASTOS CORRIENTES,7153
3.PRODUCTO,5.ACTIVIDAD,10,0,0,0,0,47,5.GASTOS CORRIENTES,12000
3.PRODUCTO,5.ACTIVIDAD,7,0,0,0,0,44,5.GASTOS CORRIENTES,23176
3.PRODUCTO,5.ACTIVIDAD,7,0,0,0,0,10,5.GASTOS CORRIENTES,123
3.PRODUCTO,5.ACTIVIDAD,1,0,0,0,0,4,5.GASTOS CORRIENTES,1920
3.PRODUCTO,5.ACTIVIDAD,23,0,0,0,0,60,5.GASTOS CORRIENTES,6450
3.PRODUCTO,5.ACTIVIDAD,15,0,0,0,0,52,5.GASTOS CORRIENTES,4669
3.PRODUCTO,5.ACTIVIDAD,14,0,0,0,0,51,5.GASTOS CORRIENTES,1500
3.PRODUCTO,5.ACTIVIDAD,14,0,0,0,0,51,5.GASTOS CORRIENTES,3928
3.PRODUCTO,5.ACTIVIDAD,7,0,0,0,0,44,5.GASTOS CORRIENTES,521
3.PRODUCTO,5.ACTIVIDAD,18,0,0,0,0,21,5.GASTOS CORRIENTES,133
3.PRODUCTO,5.ACTIVIDAD,15,0,0,0,0,52,5.GASTOS CORRIENTES,1662
3.PRODUCTO,5.ACTIVIDAD,20,0,0,0,0,57,5.GASTOS CORRIENTES,1027
3.PRODUCTO,5.ACTIVIDAD,4,0,0,0,0,7,5.GASTOS CORRIENTES,97
3.PRODUCTO,5.ACTIVIDAD,24,0,0,0,0,61,5.GASTOS CORRIENTES,385
3.PRODUCTO,5.ACTIVIDAD,22,0,0,0,0,59,5.GASTOS CORRIENTES,751
3.PRODUCTO,5.ACTIVIDAD,11,0,0,0,0,14,5.GASTOS CORRIENTES,123
3.PRODUCTO,5.ACTIVIDAD,23,0,0,0,0,60,5.GASTOS CORRIENTES,44219
3.PRODUCTO,5.ACTIVIDAD,11,0,0,0,0,14,5.GASTOS CORRIENTES,4600
3.PRODUCTO,5.ACTIVIDAD,10,0,0,0,0,47,5.GASTOS CORRIENTES,6022
3.PRODUCTO,5.ACTIVIDAD,16,0,1,0,1,53,5.GASTOS CORRIENTES,865
3.PRODUCTO,5.ACTIVIDAD,1,0,6,0,6,4,5.GASTOS CORRIENTES,20559
3.PRODUCTO,5.ACTIVIDAD,14,0,26,0,26,51,5.GASTOS CORRIENTES,5871
3.PRODUCTO,5.ACTIVIDAD,1,0,6,0,6,28,5.GASTOS CORRIENTES,533938
3.PRODUCTO,5.ACTIVIDAD,10,0,6,0,6,13,5.GASTOS CORRIENTES,0
3.PRODUCTO,5.ACTIVIDAD,14,0,6,0,6,17,5.GASTOS CORRIENTES,17709
3.PRODUCTO,5.ACTIVIDAD,21,0,9,0,9,58,5.GASTOS CORRIENTES,0
3.PRODUCTO,5.ACTIVIDAD,3,0,6,0,6,6,5.GASTOS CORRIENTES,121347
3.PRODUCTO,5.ACTIVIDAD,2,0,6,0,6,5,5.GASTOS CORRIENTES,552
3.PRODUCTO,5.ACTIVIDAD,19,0,6,0,6,22,5.GASTOS CORRIENTES,0
3.PRODUCTO,5.ACTIVIDAD,18,0,6,0,6,21,5.GASTOS CORRIENTES,4666
3.PRODUCTO,5.ACTIVIDAD,9,0,6,0,6,12,5.GASTOS CORRIENTES,6095
3.PRODUCTO,5.ACTIVIDAD,13,0,6,0,6,16,5.GASTOS CORRIENTES,6026
3.PRODUCTO,5.ACTIVIDAD,18,0,38,0,40,55,5.GASTOS CORRIENTES,0
3.PRODUCTO,5.ACTIVIDAD,5,0,18,0,19,42,5.GASTOS CORRIENTES,0
3.PRODUCTO,5.ACTIVIDAD,19,0,6,0,6,22,5.GASTOS CORRIENTES,200
3.PRODUCTO,5.ACTIVIDAD,20,0,2,0,2,57,5.GASTOS CORRIENTES,0
3.PRODUCTO,5.ACTIVIDAD,4,0,6,0,6,7,5.GASTOS CORRIENTES,11499
3.PRODUCTO,5.ACTIVIDAD,20,0,2,0,2,57,5.GASTOS CORRIENTES,248
3.PRODUCTO,5.ACTIVIDAD,12,0,51,0,51,49,5.GASTOS CORRIENTES,27000
3.PRODUCTO,5.ACTIVIDAD,4,0,16,0,16,41,5.GASTOS CORRIENTES,10149
3.PRODUCTO,5.ACTIVIDAD,10,0,20,0,20,47,5.GASTOS CORRIENTES,4403
3.PRODUCTO,5.ACTIVIDAD,8,0,6,0,6,11,5.GASTOS CORRIENTES,3615
3.PRODUCTO,5.ACTIVIDAD,18,0,38,0,40,55,5.GASTOS CORRIENTES,31377
3.PRODUCTO,5.ACTIVIDAD,12,0,51,0,51,49,5.GASTOS CORRIENTES,28322
3.PRODUCTO,5.ACTIVIDAD,25,0,4,0,4,62,5.GASTOS CORRIENTES,2486
3.PRODUCTO,5.ACTIVIDAD,11,0,6,0,6,14,5.GASTOS CORRIENTES,690
3.PRODUCTO,5.ACTIVIDAD,12,0,6,0,6,15,5.GASTOS CORRIENTES,0
3.PRODUCTO,5.ACTIVIDAD,16,0,6,0,6,19,5.GASTOS CORRIENTES,184
3.PRODUCTO,5.ACTIVIDAD,5,0,18,0,19,42,5.GASTOS CORRIENTES,468000
3.PRODUCTO,5.ACTIVIDAD,25,0,4,0,4,62,5.GASTOS CORRIENTES,39456
3.PRODUCTO,5.ACTIVIDAD,1,0,6,0,6,4,5.GASTOS CORRIENTES,13130
3.PRODUCTO,5.ACTIVIDAD,14,0,26,0,26,51,5.GASTOS CORRIENTES,54720
3.PRODUCTO,5.ACTIVIDAD,8,0,6,0,6,11,5.GASTOS CORRIENTES,1878
3.PRODUCTO,5.ACTIVIDAD,16,0,6,0,6,19,5.GASTOS CORRIENTES,2683
3.PRODUCTO,5.ACTIVIDAD,22,0,12,0,12,59,5.GASTOS CORRIENTES,18664
3.PRODUCTO,5.ACTIVIDAD,3,0,6,0,6,6,5.GASTOS CORRIENTES,1150
3.PRODUCTO,5.ACTIVIDAD,1,0,6,0,6,28,5.GASTOS CORRIENTES,0
2.PROYECTO,6.ACCION DE INVERSION,1,0,1,0,1,70,6.GASTOS DE CAPITAL,0
3.PRODUCTO,5.ACTIVIDAD,1,0,6,0,6,3,5.GASTOS CORRIENTES,928800
3.PRODUCTO,5.ACTIVIDAD,13,0,6,0,6,16,5.GASTOS CORRIENTES,4300
3.PRODUCTO,5.ACTIVIDAD,1,0,6,0,6,4,5.GASTOS CORRIENTES,0
3.PRODUCTO,5.ACTIVIDAD,15,0,10,0,10,52,5.GASTOS CORRIENTES,40022
3.PRODUCTO,5.ACTIVIDAD,1,0,6,0,6,2,5.GASTOS CORRIENTES,3600
3.PRODUCTO,5.ACTIVIDAD,23,0,6,0,6,26,5.GASTOS CORRIENTES,0
3.PRODUCTO,5.ACTIVIDAD,18,0,6,0,6,21,5.GASTOS CORRIENTES,400
3.PRODUCTO,5.ACTIVIDAD,18,0,6,0,6,21,5.GASTOS CORRIENTES,153627
3.PRODUCTO,5.ACTIVIDAD,18,0,38,0,40,55,5.GASTOS CORRIENTES,0
3.PRODUCTO,5.ACTIVIDAD,25,0,4,0,4,62,5.GASTOS CORRIENTES,1865
3.PRODUCTO,5.ACTIVIDAD,20,0,6,0,6,23,5.GASTOS CORRIENTES,82793
3.PRODUCTO,5.ACTIVIDAD,23,0,61,0,61,60,5.GASTOS CORRIENTES,1692000
3.PRODUCTO,5.ACTIVIDAD,15,0,10,0,10,52,5.GASTOS CORRIENTES,0
3.PRODUCTO,5.ACTIVIDAD,4,0,16,0,16,41,5.GASTOS CORRIENTES,0
3.PRODUCTO,5.ACTIVIDAD,10,0,6,0,6,13,5.GASTOS CORRIENTES,12440
3.PRODUCTO,5.ACTIVIDAD,21,0,9,0,9,58,5.GASTOS CORRIENTES,16833
3.PRODUCTO,5.ACTIVIDAD,13,0,6,0,6,16,5.GASTOS CORRIENTES,5251
3.PRODUCTO,5.ACTIVIDAD,9,0,6,0,6,12,5.GASTOS CORRIENTES,0
3.PRODUCTO,5.ACTIVIDAD,20,0,6,0,6,23,5.GASTOS CORRIENTES,470
3.PRODUCTO,5.ACTIVIDAD,21,0,9,0,9,58,5.GASTOS CORRIENTES,5871
3.PRODUCTO,5.ACTIVIDAD,10,0,6,0,6,13,5.GASTOS CORRIENTES,0
3.PRODUCTO,5.ACTIVIDAD,1,0,6,0,6,4,5.GASTOS CORRIENTES,6128
3.PRODUCTO,5.ACTIVIDAD,8,0,32,0,32,45,5.GASTOS CORRIENTES,33403
3.PRODUCTO,5.ACTIVIDAD,10,0,20,0,20,47,5.GASTOS CORRIENTES,2340
3.PRODUCTO,5.ACTIVIDAD,8,0,32,0,32,45,5.GASTOS CORRIENTES,0
3.PRODUCTO,5.ACTIVIDAD,21,0,9,0,9,58,5.GASTOS CORRIENTES,7604
3.PRODUCTO,5.ACTIVIDAD,12,0,6,0,6,15,5.GASTOS CORRIENTES,1840
3.PRODUCTO,5.ACTIVIDAD,14,0,6,0,6,17,5.GASTOS CORRIENTES,230
3.PRODUCTO,5.ACTIVIDAD,22,0,12,0,12,59,5.GASTOS CORRIENTES,5553
3.PRODUCTO,5.ACTIVIDAD,8,0,32,0,32,45,5.GASTOS CORRIENTES,0
3.PRODUCTO,5.ACTIVIDAD,7,0,6,0,6,10,5.GASTOS CORRIENTES,1220
3.PRODUCTO,5.ACTIVIDAD,24,0,4,0,4,61,5.GASTOS CORRIENTES,2900
3.PRODUCTO,5.ACTIVIDAD,10,0,20,0,20,47,5.GASTOS CORRIENTES,18630
3.PRODUCTO,5.ACTIVIDAD,21,0,6,0,6,24,5.GASTOS CORRIENTES,1227
3.PRODUCTO,5.ACTIVIDAD,13,0,41,0,41,50,5.GASTOS CORRIENTES,65324
3.PRODUCTO,5.ACTIVIDAD,20,0,2,0,2,57,5.GASTOS CORRIENTES,309
3.PRODUCTO,5.ACTIVIDAD,16,0,1,0,1,53,5.GASTOS CORRIENTES,1220
3.PRODUCTO,5.ACTIVIDAD,13,0,41,0,41,50,5.GASTOS CORRIENTES,17558
3.PRODUCTO,5.ACTIVIDAD,10,0,6,0,6,13,5.GASTOS CORRIENTES,108000
3.PRODUCTO,5.ACTIVIDAD,17,0,1,0,1,54,5.GASTOS CORRIENTES,600
3.PRODUCTO,5.ACTIVIDAD,5,0,18,0,19,42,5.GASTOS CORRIENTES,399160
3.PRODUCTO,5.ACTIVIDAD,12,0,51,0,51,49,5.GASTOS CORRIENTES,76743
3.PRODUCTO,5.ACTIVIDAD,22,0,12,0,12,59,5.GASTOS CORRIENTES,24302
3.PRODUCTO,5.ACTIVIDAD,14,0,26,0,26,51,5.GASTOS CORRIENTES,40284
3.PRODUCTO,5.ACTIVIDAD,8,0,32,0,32,45,5.GASTOS CORRIENTES,0
3.PRODUCTO,5.ACTIVIDAD,8,0,32,0,32,45,5.GASTOS CORRIENTES,0
3.PRODUCTO,5.ACTIVIDAD,6,0,6,0,6,9,5.GASTOS CORRIENTES,13952
3.PRODUCTO,5.ACTIVIDAD,27,0,6,0,6,64,5.GASTOS CORRIENTES,51326
3.PRODUCTO,5.ACTIVIDAD,6,0,6,0,6,9,5.GASTOS CORRIENTES,600
3.PRODUCTO,5.ACTIVIDAD,19,0,2,0,2,56,5.GASTOS CORRIENTES,1107
3.PRODUCTO,5.ACTIVIDAD,8,0,6,0,6,11,5.GASTOS CORRIENTES,3948
3.PRODUCTO,5.ACTIVIDAD,17,0,1,0,1,54,5.GASTOS CORRIENTES,7929
3.PRODUCTO,5.ACTIVIDAD,1,0,6,0,6,4,5.GASTOS CORRIENTES,5835
3.PRODUCTO,5.ACTIVIDAD,13,0,41,0,41,50,5.GASTOS CORRIENTES,0
3.PRODUCTO,5.ACTIVIDAD,22,0,12,0,12,59,5.GASTOS CORRIENTES,1750
3.PRODUCTO,5.ACTIVIDAD,1,0,6,0,6,27,5.GASTOS CORRIENTES,528000
3.PRODUCTO,5.ACTIVIDAD,18,0,6,0,6,21,5.GASTOS CORRIENTES,0
3.PRODUCTO,5.ACTIVIDAD,9,0,19,0,19,46,5.GASTOS CORRIENTES,202000
3.PRODUCTO,5.ACTIVIDAD,9,0,6,0,6,12,5.GASTOS CORRIENTES,615
3.PRODUCTO,5.ACTIVIDAD,20,0,2,0,2,57,5.GASTOS CORRIENTES,0
3.PRODUCTO,5.ACTIVIDAD,11,0,6,0,6,14,5.GASTOS CORRIENTES,3659
3.PRODUCTO,5.ACTIVIDAD,5,0,18,0,19,42,5.GASTOS CORRIENTES,11703
3.PRODUCTO,5.ACTIVIDAD,18,0,38,0,40,55,5.GASTOS CORRIENTES,48992
3.PRODUCTO,5.ACTIVIDAD,15,0,10,0,10,52,5.GASTOS CORRIENTES,1236
3.PRODUCTO,5.ACTIVIDAD,1,0,40890,0,61303,38,5.GASTOS CORRIENTES,0
3.PRODUCTO,5.ACTIVIDAD,26,0,6,0,6,63,5.GASTOS CORRIENTES,0
3.PRODUCTO,5.ACTIVIDAD,24,0,4,0,4,61,5.GASTOS CORRIENTES,18459
3.PRODUCTO,5.ACTIVIDAD,2,0,6,0,6,5,5.GASTOS CORRIENTES,3419
3.PRODUCTO,5.ACTIVIDAD,5,0,18,0,19,42,5.GASTOS CORRIENTES,10551
3.PRODUCTO,5.ACTIVIDAD,6,0,36,0,36,43,5.GASTOS CORRIENTES,57620
3.PRODUCTO,5.ACTIVIDAD,13,0,6,0,6,16,5.GASTOS CORRIENTES,0
3.PRODUCTO,5.ACTIVIDAD,8,0,32,0,32,45,5.GASTOS CORRIENTES,0
3.PRODUCTO,5.ACTIVIDAD,3,0,0,0,0,40,5.GASTOS CORRIENTES,16412
3.PRODUCTO,5.ACTIVIDAD,8,0,32,0,32,45,5.GASTOS CORRIENTES,83780
